"","Genes","L_C","L_PC","L_PI","L_HS","L_CoE","B_C","B_PC","B_PI","B_HS","B_CoE","Di_mean","Di_sd","CI_mean","CI_sd","plastic","L_N","L_NDi","B_N","B_NDi","I","na_count"
"82","NRF1",0.228527753893188,0.00257953568357696,0.0949173593197669,0.673975351103468,0.486726350325795,0.215200152861374,0.00262730486290246,0.0927199770707939,0.68945256520493,0.474431997336592,0.829274418572188,0.295273179413073,0.988443233870411,0.104650706572212,0.39522257843878,0.712527472527473,0.175238095238095,0.770035379172435,0.15305337640363,0.00043956043956044,0
"83","OGT",0.222630875047765,0.00453763851738632,0.0970099350401223,0.675821551394727,0.496216580567812,0.210307604126863,0.00453763851738632,0.10446121513183,0.680693542223921,0.480678365546924,0.783399989972993,0.328743903015527,0.981423856927037,0.133182022322737,0.360092264756689,0.752173272432592,0.220274053337262,0.708302169035153,0.174869109947644,0.00088404302342714,0
"84","PARP1",0.095840695286758,0.0192922974070006,0.304904254811136,0.579962752495105,0.549283884526435,0.116279069767442,0.0190057781385798,0.247982426818204,0.616732725275775,0.541014771037751,0.909856563985215,0.269872565464594,0.824626627698038,0.345449699223409,0.340966960346359,0.646657571623465,0.149045020463847,0.813107400946922,0.246324445551956,0.00557071396089131,0
"85","PDK4",0.193474418382458,0.023360244589882,0.0374528256819376,0.745712511345722,0.502457328582796,0.175273491616109,0.023216930205895,0.0342521377728945,0.767257440405102,0.511947250626525,0.733929203944288,0.326914653699048,0.907488917460917,0.287573735206715,0.430210147982791,0.705429269209093,0.0721397708059365,0.8126026272578,0.0882594417077176,0.000187863986473793,0
"86","PDP1",0.29657813105855,0,0.0243311360992633,0.679090732842187,0.536428384665785,0.32052151996898,0,0.0245734780922838,0.654905001938736,0.527901087921926,0.899229951961294,0.203192293094576,NA,NA,0.310687521364525,0.404319589185924,0,0.133567415730337,0,0,2
"87","PIK3CA",0.178796561604585,0.00463228271251194,0.183285577841452,0.633285577841452,0.502762837223854,0.221298949379179,0.00534861509073543,0.234049665711557,0.539302769818529,0.51895727605017,0.937489801905965,0.231978302742164,0.980468183248567,0.136059320593123,0.420681419227454,0.688631332204714,0.158353952337544,0.112884834663626,0.0115061677205349,0.000651126448756349,0
"88","PIK3CD",0.155211912943872,0.00377052310042001,0.269091256204658,0.57192630775105,0.48985493649712,0.143470790378007,0.00367506681939672,0.251718213058419,0.601135929744177,0.538278767952599,0.921737728233419,0.256260805283546,0.985699057337591,0.117015058247045,0.314405290024464,0.867097781246516,0.371278849370052,0.901519684097164,0.380519325116669,0.000445980599843907,0
"89","PIN1",0.206784519827998,0.00726230291447683,0.0810797897754419,0.704873387482083,0.512201616962746,0.185140946010511,0.00793119923554706,0.0932632584806498,0.713664596273292,0.494642604395726,0.861782089610183,0.24576310823521,0.903701305756889,0.27722343345652,0.283241393108395,0.689978954184879,0.0505099562894609,0.779075588186217,0,0.00437105390966489,0
"90","POMT1",0.203789861393816,0,0.0885916448580014,0.707618493748183,0.51447260214348,0.172676165552002,0,0.102597654356887,0.724726180091112,0.518284132840353,0.767834232955922,0.282479740238756,NA,NA,0.331912150446806,0.7243494115697,0.0295043925078734,0.759154929577465,0,0,2
"91","PPARA",0.133690095083377,0.0142863968655932,0.252281523245258,0.599741984805772,0.479022931099811,0.122461656075302,0.014143055091022,0.245162215108223,0.618233073725453,0.521263248614136,0.891949461153644,0.284067456581151,0.944235618180956,0.226994386627289,0.232005437171489,0.657156499940313,0,0.526032540675845,0,0.000835621344156619,0
"92","PRKAA1",0.27258827464284,0.00544698743370443,0.0404223804290697,0.681542357494386,0.50024280691471,0.253428257441827,0.00554254861675188,0.0391323044579292,0.701896889483492,0.513607069211371,0.66223429380147,0.3575120517141,0.97535938158513,0.15147384060461,0.27505795869477,0.550787696924231,0,0.472191056259016,0,0.00150037509377344,0
"93","PRKAA2",0.290075971140523,0.0012422953796168,0.0385111567681208,0.67017057671174,0.527932794224682,0.242343160208323,0.00119451478809308,0.0187777724688232,0.73768455253476,0.498587169155032,0.836473269549889,0.266975496126294,0.995327811845128,0.0673223979023083,0.444464038592312,0.200637404027235,0,0.758834244080146,0.0958105646630237,0.000579458206576851,0
"94","PTEN",0.110479556744364,0.0258406572411158,0.2789931218953,0.58468666411922,0.506354013108537,0.106706152082537,0.0271780664883454,0.315246465418418,0.550869316010699,0.520448949243945,0.946383031667164,0.210191918299084,0.847369502436666,0.347194108710799,0.362986807577423,0.720069005175388,0.145715928694652,0.332978836541529,0.0634903754121025,0.00287521564117309,0
"95","RELA",0.217048710601719,0.0234001910219675,0.110410697230181,0.649140401146132,0.505377057476255,0.16341929321872,0.0231136580706781,0.122349570200573,0.691117478510029,0.552658543077257,0.879766612608946,0.294584970294077,0.855200683187143,0.287883264933593,0.423528227557472,0.742343813801552,0.345855451204573,0.651669758812616,0.181508967223253,0.010752688172043,0
"96","RET",0.14166308449157,0.0125137316712041,0.222859053350528,0.622964130486698,0.506975509055347,0.151311076085399,0.0124182070019583,0.169126426899747,0.667144290012896,0.505989373141426,0.949121203018235,0.179367374660965,0.953421263333901,0.208129902277865,0.434029962801312,0.543450722067393,0.0624524955662528,0.839001291433491,0.300473525613431,0.00126678489992399,0
"97","RIPK1",0.227961202159683,0.024845907592336,0.109847579913039,0.637345310334942,0.510796149488883,0.233264847818816,0.0244636628601462,0.10588179081657,0.636389698504467,0.508959893264973,0.756853474524969,0.274460368056528,0.86554492168297,0.329979503303665,0.263472305119796,0.479841897233202,0,0.360183968462549,0,0.00342555994729908,0
"98","SCO2",0.213891043039938,0,0.0674680108569213,0.718640946103141,0.510931861614718,0.215490500193874,0,0.0681950368359829,0.716314462970143,0.525843768471979,0.900204311420629,0.214689730172756,NA,NA,0.260325080382701,0.730232558139535,0.0124031007751938,0.629933367503844,0.0121305313514437,0,2
"99","SIRT1",0.131384071472935,0.0170560412784865,0.242511107926043,0.609048779322536,0.512539813391162,0.141799245138789,0.0163871769146242,0.207300176771296,0.63451340117529,0.498951670460894,0.884168398444375,0.295721426624881,0.880747840085157,0.288668633939839,0.295500074070084,0.692288891604546,0.103996089453746,0.838823529411765,0.198300653594771,0.00647684223389955,0
"100","SIRT3",0.206468255863947,0.0023408016051211,0.092246691826303,0.698944250704629,0.530238849719779,0.195433048296947,0.0023885730664501,0.0980748101084412,0.704103568528161,0.494839654104779,0.830578842181458,0.302481585501766,0.989100544951005,0.101342032476764,0.312382163413302,0.753411615360203,0.176451920025389,0.819179851469164,0.154504359057152,0.000317359568390987,0
"101","SLC16A1",0.323205892329311,0,0.111014197800068,0.565779909870621,0.5250153853014,0.195522605029801,0,0.106265445558948,0.698211949411252,0.533369036070858,0.848737278106696,0.277403725897326,NA,NA,0.350758058086169,0.111259904028568,0,0.610308285163776,0,0,2
"102","SLC16A3",0.277793932344674,0,0.0935349423281962,0.62867112532713,0.493360070716594,0.193854802752738,0,0.0747794901618688,0.731365707085393,0.523890991678995,0.776639385377121,0.3049360365022,NA,NA,0.356341691202945,0.33059253458627,0,0.766552408443081,0.0929099765469962,0,2
"103","SLC16A7",0.252326032176778,0,0.0346481876332623,0.713025780189959,0.498440571710827,0.278542353169219,0,0.038961038961039,0.682496607869742,0.490316118866167,0.703838342833308,0.317871404947597,NA,NA,0.309480416218438,0.771529888551165,0.0501519756838906,0.530372405372405,0,0,2
"104","SRC",0.159474940334129,0.0183293556085919,0.248210023866348,0.573985680190931,0.50175335654972,0.122291169451074,0.0181384248210024,0.256229116945107,0.603341288782816,0.53611101583541,0.931692119440811,0.241632559592912,0.904278299580484,0.244308985302515,0.327274206089456,0.807843137254902,0.344985994397759,0.808664259927798,0.267870036101083,0.0100840336134454,0
"105","STAT3",0.112411059643761,0.0165226111455995,0.276825366505898,0.594240962704742,0.523230576554584,0.126020724893749,0.0171434028938446,0.257342056253283,0.599493815959123,0.52751062738433,0.935638521217351,0.235181142540976,0.877786630199181,0.287138303647328,0.335169059522241,0.709779922325527,0.15358361774744,0.821747943245499,0.262906879694766,0.00623749558667765,0
"106","STC1",0.342783754967529,0,0.155859261413201,0.501356983619269,0.523245134084604,0.192691673936222,0,0.0931472327226907,0.714161093341088,0.526444330482497,0.894332847753642,0.246565602831053,NA,NA,0.478249180188539,0.00116629410049567,0,0.79128518141743,0.277890810444218,0,2
"107","STK11",0.19048528849828,0.00811998471532289,0.118933893771494,0.682460833014903,0.508710431334796,0.158769583492549,0.0084543370271303,0.152799006495988,0.679977072984333,0.50925986606745,0.885871301124122,0.267464451915623,0.961476348028554,0.188023655476853,0.347212256919424,0.724729241877256,0.221269554753309,0.655223880597015,0.0367164179104478,0.00150421179302046,0
"108","TFAM",0.223803610660044,4.77600534912599e-05,0.0940395453242908,0.682109083962174,0.519705646006667,0.202550386856433,4.77600534912599e-05,0.0943261056452383,0.703075747444837,0.528092074980956,0.866560546095226,0.282953735869738,1,0,0.39757701038451,0.723707932692308,0.144831730769231,0.745214733794435,0.177738459063857,0.000150240384615385,0
"109","TGFB1",0.225053686471009,0.00343593414459556,0.13877356239561,0.632736816988785,0.483031555593661,0.191887377714149,0.00343593414459556,0.146647578143641,0.658029109997614,0.503042755604745,0.967465053823525,0.171964646601474,0.987432467538629,0.109223807833365,0.361047184436341,0.847193347193347,0.42047817047817,0.857521629919062,0.355707507675133,0.00103950103950104,0
"110","TGM2",0.128060713092454,0.00883012744021765,0.232065295212639,0.63104386425469,0.493621677617266,0.118085055605938,0.00883012744021765,0.207531860054413,0.665552956899432,0.54093818979749,0.907646806390266,0.263952708842271,0.964094906729752,0.182391613614141,0.367828077161108,0.770763260025873,0.323285899094437,0.879834451263023,0.340516626230912,0.000905562742561449,0
"111","TNF",0.215598514427197,0.00195219502904485,0.125035710884678,0.65741357965908,0.498465706177515,0.194648128749643,0.00195219502904485,0.115846109894296,0.687553566327016,0.546796572869109,0.973978107463668,0.154007089040155,0.99169507277121,0.0888387799705699,0.449282128551866,0.767616400277971,0.511466296038916,0.82429137458092,0.475464797317891,0.000277970813064628,0
"112","TRIB3",0.240372670807453,0.00821786908743431,0.0946010511227903,0.656808408982322,0.514446181405236,0.243287147634974,0.00807453416149068,0.0921643573817487,0.656473960821787,0.538416303652945,0.704044398490142,0.332825891693221,0.967475342688909,0.173097327293265,0.296340076368602,0.437978560490046,0,0.27913769123783,0,0.00167061116525129,0
"113","TXNIP",0.208492548719908,0.00171952617500955,0.0853553687428353,0.704432556362247,0.509893807271196,0.20371608712266,0.00167176155903707,0.0801490256018342,0.714463125716469,0.487655264105824,0.854375664295021,0.285015906633243,0.992681994859264,0.0834277358516042,0.415676683221162,0.752908855850032,0.252262443438914,0.836065573770492,0.243559718969555,0.00048480930833872,0
"114","ULK1",0.21954132823698,0.00348781653129479,0.0653129479216436,0.711657907310081,0.495413592233073,0.203965599617774,0.00348781653129479,0.0651696129957,0.727376970855232,0.486402097634022,0.618473647671879,0.359562097599581,0.985892374273202,0.117018372909669,0.322081952145849,0.674233637116819,0.0616404308202154,0.778303540133193,0.0634419908867858,0.00149130074565037,0
"115","VDAC1",0.237997420341088,0.00372617398366216,0.115081450341566,0.643194955333684,0.521374013316473,0.229111928533894,0.00358285959967515,0.124396885300721,0.64290832656571,0.538537030089086,0.890383420706538,0.239153284260535,0.984821405370307,0.119600886505509,0.329869421565668,0.305931182219842,0.0504752978979783,0.363210702341137,0,0.00107109385459901,0
"116","VEGFA",0.190762764483928,0.00238811673114582,0.166833834837847,0.640015283947079,0.534083433728571,0.150164780054449,0.00238811673114582,0.194440464249893,0.653006638964513,0.547300121036466,0.963296172762691,0.181505481292549,0.990400973697392,0.0950609088511381,0.430179385618052,0.648135863075494,0.319357834682234,0.58568479008947,0.173709566414315,0.00106143027729866,0
"117","VHL",0.229872425820632,0.0139519327249271,0.0501696210999092,0.706006020354532,0.500616692567537,0.203306416933442,0.0153375698791151,0.0509341105642888,0.730421902623154,0.510178495193334,0.840514371874086,0.253325837318009,0.83643724062408,0.330307090797722,0.276011683790835,0.718673817649927,0,0.802552286423254,0,0.00617584917926215,0
"118","VIM",0.182755657404755,0.0158025398644133,0.108278430249212,0.693163372481619,0.513737044391845,0.17296858588752,0.0155160889907381,0.10780101212642,0.703714312995321,0.525992029186837,0.937951600783731,0.203876938505185,0.9174182877607,0.265068353908623,0.449774121162566,0.828847051501478,0.379803952077174,0.807444408636803,0.269577827908476,0.00342305896997044,0
