"","Genes","L_C","L_PC","L_PI","L_HS","L_CoE","B_C","B_PC","B_PI","B_HS","B_CoE","Di_mean","Di_sd","CI_mean","CI_sd","plastic","L_N","L_NDi","B_N","B_NDi","I","na_count"
"65","HSPA5",0.120748949178449,0.0294230034390523,0.286110049675201,0.563717997707298,0.539383927168654,0.108855559801299,0.0293274742071074,0.266048910966756,0.595768055024838,0.555418152267929,0.899921290784766,0.280751400532661,0.880823763729565,0.319535508409945,0.336012842467036,0.371140792642873,0.0570396321436391,0.565520501004372,0.142620820040175,0.0013137727173199,0
"66","HSPD1",0.158729400525436,0.00730833532362073,0.219345593503702,0.614616670647241,0.514793276275104,0.177167422975878,0.00721280152854072,0.163840458562216,0.651779316933365,0.549941910183286,0.935164991059511,0.220886494442629,0.970449983347495,0.165339509428506,0.396067531465846,0.576970748636589,0.0630887456618741,0.804252400548697,0.248422496570645,0.000991571641051066,0
"67","IDH1",0.156275381013807,0.0233624767091873,0.177296832449477,0.643065309827529,0.525078961342045,0.138072715111557,0.0232191486312169,0.19927380440495,0.639434331852276,0.543600052273964,0.952882616101998,0.171928522112594,0.907488917460917,0.287573735206715,0.353612794262433,0.59523490831214,0.132244679427118,0.50046376043461,0,0.000133850890108419,0
"68","IDH2",0.284980371249939,0,0.143023312169825,0.571996316580236,0.504493344668064,0.205980710512286,0,0.107013037367324,0.68700625212039,0.531872686863727,0.95098270342219,0.169933174574807,NA,NA,0.375956098022519,0.084701619295663,0,0.588107773304429,0.141065345308145,0,2
"69","IL1B",0.202606578507662,0.000143218599322099,0.17219649591827,0.625053706974746,0.50896412037374,0.193965723015229,0.000143218599322099,0.158686208048885,0.647204850336564,0.560727385753603,0.968751295960715,0.16861912000449,0.999604792493974,0.01926178320655,0.394853391546127,0.793735676088617,0.452126305067482,0.871583220568336,0.457780784844384,0.000127323656735421,0
"70","IL6",0.236492936235204,4.77281405116457e-05,0.0965063001145475,0.666953035509737,0.495770354292776,0.214156166475754,4.77281405116457e-05,0.0920675830469645,0.69372852233677,0.533723269737763,0.976862026699237,0.145683287362999,0.999716673749823,0.0168311053590766,0.486247775856007,0.774290627687016,0.525938664373746,0.837151316814711,0.51986909770921,0,0
"71","LGALS1",0.237769921651061,0.000477737435505446,0.113032677240589,0.648719663672845,0.509063196847696,0.218039365564686,0.000477737435505446,0.0818841964456335,0.699598700554175,0.527135425372393,0.929285518700595,0.183616009121285,0.997862472035756,0.0455201801936375,0.35928337754401,0.369101047191622,0,0.652989821882952,0.161577608142494,0.000271997824017408,0
"72","MAPK1",0.121102144119192,0.0124635881763049,0.250226827754166,0.616207439950337,0.506171029204634,0.126928035910415,0.0125113413877083,0.230122725753307,0.63043789694857,0.516719269144036,0.892249032616,0.290242378835718,0.896453571282531,0.261337394711935,0.309458019005412,0.69043175314172,0.0919497324872465,0.734461816772193,0.154412714821036,0.00671892497200448,0
"73","MAPK14",0.133992548008025,0.00955383586509984,0.238559281551543,0.617894334575332,0.499549470738487,0.124725327218878,0.00969714340307633,0.245963504346995,0.61961402503105,0.509248803695571,0.932176158995852,0.238529202845481,0.898072287335517,0.280590089915768,0.272123082345093,0.718464808101013,0.11726465808226,0.637448197915359,0.0793670727112897,0.00437554694336792,0
"74","MCL1",0.172008598041557,0.00640076427036064,0.176546453307858,0.645044184380224,0.513502226070506,0.211750656794841,0.00640076427036064,0.219632194888942,0.562216384045856,0.528900238625476,0.913826540636013,0.241794338817532,0.971186706622382,0.161815148367973,0.477273287912272,0.758982640290674,0.247073072264836,0.0356792144026187,0,0.00215314224195936,0
"75","MDM2",0.189100114635078,0.0232613679786015,0.141144440198701,0.646494077187619,0.518505894748056,0.182890714558655,0.0226881925869316,0.147258311043179,0.647162781811234,0.51460163566634,0.949552100211724,0.190683662571555,0.882277249136415,0.308525607939656,0.319296737839173,0.71679502769896,0.241183623834617,0.698659807770407,0.188303776905374,0.017700310768815,0
"76","MLXIP",0.284479052214207,0.00191085845316008,0.024172359432475,0.689437729900158,0.489804736516256,0.242917880857975,0.00195862991448908,0.0203984139874839,0.734725075240052,0.508432690879819,0.568328888658448,0.378632362266609,0.99270868353086,0.0841258570405668,0.355170976352524,0.681279803107214,0.113828641747423,0.7752566180443,0.13812353682694,0.00015382248884787,0
"77","MMP9",0.180580762250454,0,0.168831789091604,0.650587448657942,0.508072718897091,0.171267551819658,0,0.181106122838858,0.647626325341484,0.510485467220798,0.963136804539055,0.181179876560736,1,0,0.41564064775361,0.680153089119738,0.375888463641334,0.700054215234481,0.22987259419897,0,0
"78","NF1",0.19931222238143,0.00420308544681664,0.167502507522568,0.628982184649186,0.520677404002759,0.187801499737307,0.00439413478530831,0.171562305965516,0.636242059511869,0.511060437821328,0.969152719668443,0.146638597556191,0.979618521419499,0.139147557418022,0.280009173956582,0.779994850669413,0.274459320288363,0.84046743697479,0.271271008403361,0.000386199794026777,0
"79","NFE2L2",0.204777830864787,0.0301958910654563,0.144099378881988,0.620926899187769,0.490488515318464,0.185809842331581,0.031055900621118,0.142570473005256,0.640563784042045,0.519264991981933,0.867877520991363,0.303552372683381,0.864764721012897,0.337253412176944,0.245245073029508,0.513360221830098,0,0.475342283663432,0,0.00176455760020166,0
"80","NPM1",0.20967896044334,0.0179151538314542,0.0662621823046054,0.7061437034206,0.531828427809164,0.172702082935219,0.0178673800879037,0.0894802216701701,0.719950315306707,0.52522131477594,0.875980610363385,0.250638152952106,0.809490651763664,0.375470686574948,0.440874262293112,0.590473093805885,0.190212973500244,0.735073353804162,0.046229955646537,0.00438953015769794,0
"81","NRAS",0.19799340829779,0,0.257561070182241,0.544445521519969,0.502430328934777,0.125048468398604,0,0.254119813881349,0.620831717720047,0.534651819065763,0.951048773926465,0.191545587834249,NA,NA,0.322100893968745,0.019789339291414,0,0.572542502876135,0,0,2
