"","Genes","L_C","L_PC","L_PI","L_HS","L_CoE","B_C","B_PC","B_PI","B_HS","B_CoE","Di_mean","Di_sd","CI_mean","CI_sd","plastic","L_N","L_NDi","B_N","B_NDi","I","na_count"
"37","MED13L",0.205311932740996,0.00057323015190599,0.0761918410241712,0.717922996082927,0.519254584496766,0.216967612496417,0.000525460972580491,0.0695996942772523,0.71290723225375,0.505754520638574,0.707153822849676,0.322108562086746,0.997469390015656,0.0491379806363013,0.316459349658888,0.710753598645216,0.0714648602878916,0.767554076539101,0.0660565723793677,0.000169348010160881,0
"38","PAIP1",0.226145539681781,0.00157675952028286,0.0596301782216064,0.712647522576329,0.522779877137436,0.218978450953223,0.00157675952028286,0.0584356634335133,0.721009126092981,0.526289541756209,0.578386833976437,0.384789753051134,0.994823088433969,0.0711418289448104,0.344437383479449,0.597439308280678,0,0.544785065935948,0,0.00049883604921849,0
"40","PTK2B",0.17949085351292,0.0106510006209103,0.126379137412237,0.683479008453933,0.492356034792799,0.160242632659884,0.0104121889477958,0.113960930410278,0.715384247982041,0.544244682428204,0.884141947896597,0.266530380065669,0.950556827691264,0.211331586422281,0.408800955637341,0.818318998038328,0.331673457069564,0.883705319684511,0.351569055210606,0.00407424173834314,0
"43","PRKAG2",0.230423773350533,0.000573312311881898,0.115044670584301,0.653958243753285,0.496122922616627,0.16606946634179,0.000573312311881898,0.12698867708184,0.706368544264488,0.536510172207148,0.872630617468376,0.238812817206563,0.997529861828763,0.0489137844928976,0.366071517616721,0.457821344746652,0.0606102443738782,0.567360885128539,0,0.000414193013944498,0
"46","RYR1",0.390988580438626,0.000860050647427015,0.100530364565913,0.507621004348034,0.486877909860466,0.278226384442639,0.000860050647427015,0.0972812843423002,0.623632280567633,0.500740512625961,0.900910132420894,0.237961452342846,0.997520354055012,0.0491258736381208,0.200823244770367,0.0130033964095099,0,0.188523549574711,0,0.000485201358563804,0
"48","VAMP7",0.279659802188351,0.0006211476898084,0.0314396292226098,0.688279420899231,0.513032246129878,0.221224138754838,0.000764489464379569,0.0329686081513689,0.745042763629414,0.52032031819244,0.785565269515181,0.28612859795152,0.998020631053921,0.0444056167895941,0.311348131348273,0.556253832004905,0,0.751499250374813,0,0.000613120784794605,0
"49","FOXH1",0.230137117194592,0.00281878553341933,0.0371219721943529,0.729922125077636,0.501616863596458,0.188954182791075,0.0029621136113898,0.0482060102240696,0.759877693373465,0.513202183798695,0.883815221757437,0.204022127316323,0.988836426203505,0.102696111854462,0.348924486544595,0.701220590836724,0.0520077834777994,0.699363310783924,0,0.00053069166814081,0
"52","PLCG1",0.230603860118479,0.0102235811198165,0.080785400343971,0.678387158417734,0.465026704484513,0.221861265048729,0.00998471240206383,0.0874737244410472,0.68068029810816,0.478810194287636,0.890013445010145,0.239644649957215,0.922384701237717,0.238344871873783,0.396616931386705,0.748068924539513,0.148841354723708,0.61983842010772,0.0947037701974865,0.00742721330956625,0
"53","KLHL7",0.373148590539895,0.0233635929288103,0.0437171524128046,0.55977066411849,0.515296905600031,0.205733397037745,0.0230769230769231,0.0414715719063545,0.729718107978978,0.520361405334284,0.730574604660931,0.305365990438293,0.907488917460917,0.287573735206715,0.352225063379837,0.04699370523117,0,0.592540215662012,0,0.000108530497069677,0
"54","PTGER4",0.1953968102378,4.77509311431573e-05,0.168608537866488,0.635946900964569,0.493398689210164,0.169802311145067,4.77509311431573e-05,0.165361474548754,0.664788463375036,0.531635638276278,0.937067090319994,0.218213389329447,1,0,0.34056132273766,0.8550629590766,0.338273871983211,0.88034188034188,0.325925925925926,0.000131164742917104,0
"57","ENO1",0.202035161475253,0.0339671316644372,0.14126695967896,0.622730747181349,0.51320982961458,0.171746608064208,0.0334893942289318,0.114800305751959,0.679963691954902,0.529964478497471,0.896321714861337,0.270570605649775,0.865399090247601,0.337668083616786,0.417179012366519,0.429656831708244,0.100671140939597,0.733840871771906,0.248693834900731,0.00101304292769406,0
"60","SPEN",0.239526107103616,0.00678354750871829,0.069125304543066,0.684565040844599,0.505999239760513,0.218220035350881,0.00683131897004729,0.0670233602445899,0.707925285434481,0.499970016594889,0.933160048607315,0.190191349028233,0.970558859515351,0.166160120280466,0.269549096967792,0.720127214902317,0.0873845221868847,0.814851161269218,0.10549558390579,0.00106012418597607,0
"63","PLD1",0.248913095408724,0.00520758683292724,0.0420906788973293,0.703788638861019,0.494480345238932,0.31130858535187,0.00554201901485834,0.0583823037599732,0.624767091873298,0.539542631045062,0.719522514212958,0.310949979012095,0.979004990254788,0.140766578189397,0.457859925011683,0.809354838709677,0.0706451612903226,0.147822765469824,0,0.00112903225806452,0
"73","DNMT3B",0.127227557211791,0.013902823563136,0.239931202522574,0.618938416702499,0.495357386790073,0.127466437341742,0.013902823563136,0.219148631216855,0.639482107878267,0.528952953284973,0.926458783958764,0.238467494693414,0.939522179029589,0.232991312878499,0.356115190854879,0.639543630892678,0.117477432296891,0.688974291015107,0.0955473098330241,0.00250752256770311,0
"74","POLA1",0.235038448679371,0.00644791517409371,0.0649567750871663,0.693556861059369,0.528142508319227,0.20929455031762,0.00673448918183121,0.0652911114295267,0.718679849071023,0.504917440976296,0.858668887293607,0.222231749190303,0.973859162045801,0.156900545904844,0.333078771639129,0.736284289276808,0.156795511221945,0.816977928692699,0.158064516129032,0.000935162094763092,0
"75","ADAM15",0.207692307692308,0.0101767797419971,0.109746774964166,0.672384137601529,0.529169157536599,0.181079789775442,0.0100812231247014,0.103392259913999,0.705446727185858,0.551576389927393,0.719013328684387,0.338113963489589,0.960313435609533,0.191892107140399,0.319097916914653,0.605658451217734,0.101064605512615,0.733657745336577,0.112895377128954,0.00189587283068397,0
"76","GSK3A",0.232739261312055,0.00673706340484495,0.0758277987481485,0.684695876534951,0.509572247801541,0.199006163696307,0.00702374695398729,0.0765445076210043,0.717425581728702,0.531831135193851,0.720311376488927,0.327543722594192,0.969134691329555,0.168738965621289,0.300044129473553,0.508561903318685,0,0.569496110923233,0,0.00151538111835127,0
"78","MPP3",0.231581462016245,0.000143334925943622,0.0618729096989967,0.706402293358815,0.471749723949652,0.220210224558051,0.000143334925943622,0.0614906832298137,0.718155757286192,0.491135557164892,0.765641632638081,0.306703313457392,0.999716673818401,0.0168311012851769,0.343088942071529,0.610414971521562,0.0161106590724166,0.56535005933209,0,0.00016273393002441,0
"79","ERRFI1",0.239405666236682,0.0116573503415986,0.0208303473317089,0.72810663609001,0.509327114885484,0.319478285796187,0.0116095743156084,0.030528880607711,0.638383259280493,0.521206968304945,0.722888414727678,0.317012392195663,0.95926224814585,0.195871880534238,0.379333175691653,0.512563697065542,0.0625549112633983,0.129343374289867,0,0.000702864171498858,0
"81","COPS7A",0.234029337283196,0.00721486932008218,0.0145730804147355,0.744182712981987,0.519851307046391,0.345788140857184,0.00754933346074824,0.0152420086960677,0.631420516986,0.516105798055247,0.980548837278617,0.122434867619677,0.96883144665249,0.170897008536203,0.340666888089195,0.653716847217034,0,0.175006481721545,0,0.0018677624206201,0
"83","PLCB1",0.345659548038794,9.55520519803163e-05,0.104486168840476,0.54975873106875,0.48610790355846,0.209306769862883,9.55520519803163e-05,0.09063112130333,0.699966556781807,0.504989195695867,0.804872379456215,0.301403126806383,0.999858336874911,0.0119022319372687,0.373257340343986,0.0480687606112054,0,0.636464968152866,0.0578025477707006,0.000106112054329372,0
"85","EHMT1",0.266411849020545,0.0288103201146679,0.113664596273292,0.591113234591495,0.514842012237893,0.276970855231725,0.0290014333492594,0.113521261347348,0.580506450071667,0.490337346651435,0.852931131864221,0.264897509897785,0.885165291090092,0.315744048154728,0.208540011922515,0.17200280439355,0.0116849731245618,0.154100227790433,0,0.000467398924982473,0
"87","SOS2",0.232154801720019,0.00649784997611085,0.0495461060678452,0.711801242236025,0.508084670939186,0.225991399904443,0.00649784997611085,0.0436693741041567,0.723841376015289,0.490101896747091,0.702947923951424,0.332583283116666,0.976777996624825,0.149373698265386,0.266373718827536,0.724966843501326,0,0.814186851211073,0.0325259515570934,0.000663129973474801,0
"88","SYNPO2",0.271246357426074,0.000764343381264033,0.0206850427554579,0.707304256437204,0.491683468789534,0.178474179525152,0.000764343381264033,0.0301437920986003,0.790617684994984,0.524054061978912,0.534595315833023,0.406363752117037,0.997894144652407,0.0450597609054023,0.450390723429647,0.653664109678472,0.0559817202546107,0.77595254391969,0,0.000326424024808226,0
"90","RAC1",0.121721683466297,0.00979314957244542,0.304829694740362,0.563655472220895,0.503941990372735,0.108584531600822,0.00979314957244542,0.282186022070415,0.599436296756318,0.541390908987711,0.895758722965783,0.28513640376222,0.862869673045954,0.315282427132576,0.312473418742835,0.50558353404861,0.0564922268447559,0.573285629099583,0.12546213476446,0.00416028027151303,0
"93","F2RL1",0.24591573516767,0.00410814942199293,0.0591860131842935,0.690790102226044,0.517061085866422,0.191697716633228,0.00410814942199293,0.0471481799942677,0.757045953950511,0.504512925606265,0.889907235978754,0.241263509926082,0.982571662895887,0.128120144401749,0.49275016837572,0.661826046655338,0.155723775683609,0.820684231222965,0.246755800235942,0.000617951490807972,0
"95","RAP1A",0.244518748507284,0.00339144972534034,0.0770957726295677,0.674994029137807,0.492175594617908,0.1997611655123,0.00348698352042035,0.0762359684738476,0.720515882493432,0.51974966803902,0.846508832542611,0.281748973982538,0.987603030825083,0.108542362414402,0.354509178284172,0.809670781893004,0.229423868312757,0.846009229191591,0.24713724149718,0.000734861845972957,0
"96","TOX4",0.248148678992881,0.00324876976733075,0.0405140700396541,0.708088481200134,0.531778491145146,0.365295494720749,0.00324876976733075,0.0396063255458411,0.591849409966079,0.508677755610237,0.575443597543572,0.395473349852055,0.985609419681283,0.116890791830068,0.304272852829101,0.382651391162029,0,0,0,0.000327332242225859,0
"97","CRY2",0.208685681525011,0.000191104103960633,0.0753427929864794,0.715780421384549,0.518393327829363,0.191725192298505,0.000191104103960633,0.0930199226028379,0.715063780994697,0.489670530532029,0.871161185892051,0.268756483896459,0.999096146013895,0.0288043626343005,0.455997943461404,0.602958480416877,0.151790216843167,0.764755197853789,0.0466130114017438,0.000168095478231636,0
"102","CDK5",0.209782193351165,0.0128009170806267,0.0794803209782193,0.697936568589989,0.520716360180545,0.195022927015667,0.0133740924722965,0.0846866641192205,0.706916316392816,0.51684541450121,0.885592533665319,0.276497223428603,0.934913683739366,0.241339473444041,0.324909959745514,0.766919671094244,0.177735610373182,0.814211212516297,0.161016949152542,0.00158127767235927,0
"104","TNFRSF1B",0.177062950412829,0.00386579487424235,0.201069059323247,0.618002195389682,0.496687751197639,0.159118026058321,0.00381806901159738,0.183887748771059,0.653176156159023,0.544141423271129,0.949000522457236,0.19408192292963,0.985522820106214,0.11766084337284,0.324643160083876,0.875062468765617,0.367691154422789,0.903261318288152,0.38722994358057,0.000749625187406297,0
"105","PPARA",0.133690095083377,0.0142863968655932,0.252281523245258,0.599741984805772,0.479022931099811,0.122461656075302,0.014143055091022,0.245162215108223,0.618233073725453,0.521263248614136,0.891949461153644,0.284067456581151,0.944235618180956,0.226994386627289,0.232005437171489,0.657156499940313,0,0.526032540675845,0,0.000835621344156619,0
"106","TRAPPC6B",0.264679183985476,0.000143328077970474,0.0159571926807128,0.719220295255841,0.496166355204924,0.248005350914911,9.55520519803163e-05,0.0149061201089293,0.736992976924179,0.489904157051674,0.641664565115516,0.225827154775794,0.999437346018609,0.0236332576266729,0.355945299405046,0.597583801259146,0.064658839543985,0.752770208900999,0.0663033605812897,0.000170154840905224,0
"110","KLF6",0.222211607356102,0.00234057797946023,0.0708860759493671,0.70456173871507,0.500885909282572,0.294721757821829,0.00234057797946023,0.0931454502030093,0.609792213995701,0.549793460962128,0.830999543979757,0.282723632028069,0.989727108347556,0.0976570270852292,0.464834898740925,0.777526273241714,0.139854486661277,0.0374586852735953,0,0.000323362974939369,0
"114","RIPK3",0.311565470787751,0.00205417283714709,0.0895714899918788,0.596808866383223,0.52317933311147,0.199493622509913,0.00205417283714709,0.0425166005828118,0.755935604070128,0.525364550142332,0.759693230807922,0.299474906554135,0.9921559544469,0.0872163651084323,0.499850386716344,0.244905213270142,0,0.860638089645723,0.253474261107849,0.0004739336492891,0
"115","GAB2",0.234172679057767,0.0137608103588322,0.107601892111424,0.644464618471977,0.520706870859033,0.245735582206508,0.0136652491757848,0.123656170863395,0.616942997754312,0.501808668542769,0.827746151468044,0.263434867721589,0.950749996392377,0.213926743901035,0.346956594065625,0.306141647628007,0.0803655422658245,0.294998128975926,0,0.00120951485015455,0
"117","PIAS1",0.231055900621118,0.0195891065456283,0.0652173913043478,0.684137601528906,0.500458722925901,0.255231724796942,0.019684663162924,0.0660774008600096,0.659006211180124,0.485676624511821,0.743351671420329,0.303483154943223,0.903380659898604,0.287677815287544,0.271729329159636,0.681137498109212,0.0139162002722735,0.436738125262715,0,0.00302526092875511,0
"121","FLCN",0.324191313488461,4.77805915237231e-05,0.0624014525299823,0.613359453390033,0.488987478236634,0.261503177409336,4.77805915237231e-05,0.0458693678627741,0.692579674136366,0.477133396824482,0.914670115520329,0.187336838120891,0.999858404495264,0.0118965506203196,0.384900837274344,0.209713297083539,0,0.536213863848306,0.0864159154491762,0,0
"122","LIPE",0.184827783881909,9.55429226580041e-05,0.0740457650599532,0.74103090813548,0.509787716428039,0.196101848755553,9.55429226580041e-05,0.069794105001672,0.734008503320117,0.502779622164134,0.874420256459796,0.258498737868279,0.999858336874923,0.0119022319363183,0.409138590528272,0.693414499169895,0.224128389596015,0.784841954022989,0.22180316091954,0.000184467810367091,0
