"","Genes","L_C","L_PC","L_PI","L_HS","L_CoE","B_C","B_PC","B_PI","B_HS","B_CoE","Di_mean","Di_sd","CI_mean","CI_sd","plastic","L_N","L_NDi","B_N","B_NDi","I","na_count"
"1072","NSMAF",0.344784748435186,0.00415691146256391,0.00520808447608581,0.645850255626165,0.48558625546488,0.331501743991591,0.00415691146256391,0.00506474270151464,0.659276601844331,0.522304216843908,0.574441459513463,0.399397653013266,0.982727779097689,0.128353189883986,0.300580514912412,0.364409066378845,0,0.1277520684336,0,0.000539665407447383,0
"1075","PAXIP1",0.271632662812366,0.00320129963208945,0.00444359501170625,0.720722442543839,0.524120180736514,0.211142433943332,0.00305795785751828,0.00320129963208945,0.78259830856706,0.528195600982084,0.639302119702288,0.351495992218207,0.982411159017517,0.125279326857678,0.393622746091754,0.396236099230111,0,0.725934065934066,0.00967032967032967,0.00325064157399487,0
"1077","ZHX1",0.26193320273305,0.00358354436427923,0.00587701275741794,0.728606240145253,0.502848074852451,0.240861961871088,0.00377466673037412,0.00625925748960772,0.74910411390893,0.51169072532061,0.578368046742673,0.397052069619418,0.983401598128659,0.12564855268607,0.31672719443207,0.697359154929577,0,0.622548086078842,0,0.000704225352112676,0
"1081","SEMA3E",0.417029002819055,0.000143341774571169,0.00387022791342157,0.578957427492952,0.528780548767811,0.262697692197429,0.000143341774571169,0.00377466673037412,0.733384299297625,0.507873936823735,0.654651896155218,0.350756832307842,0.9997168476557,0.0168207775866707,0.321250081955017,0.00306400363141171,0,0.396415770609319,0,0.000113481615978212,0
"1082","MCM2",0.20674500812076,0.00482468711187542,0.0628164708130314,0.725613833954333,0.512437959241202,0.184102417120474,0.00477691793254992,0.0611923187159645,0.749928346231012,0.517236742644642,0.908515174592559,0.230108389279822,0.977767636155807,0.144254431910492,0.510694664561472,0.649199164345404,0.191155988857939,0.808978032473734,0.112893982808023,0.00243732590529248,0
"1083","TBC1D5",0.25594839942666,0.00186335403726708,0.0136168179646441,0.728571428571429,0.512378311001684,0.238509316770186,0.0020066889632107,0.0138079311992355,0.745676063067367,0.504682817066779,0.595723612678583,0.38097218076547,0.988988982500814,0.103542871838176,0.29290265767588,0.716247139588101,0,0.767424384745444,0,0.000528076042950185,0
"1084","GJB2",0.176953946111217,0.000143321230651634,0.0915344926428435,0.731368240015288,0.536454065471439,0.179055990827441,0.000143321230651634,0.0982705904834703,0.722530097458437,0.519961147518736,0.942733242734059,0.164860415628243,0.999352275299989,0.0244619916351051,0.463258669972355,0.721145296105282,0.149386448515028,0.645661157024793,0.0898760330578512,0.000177841010136938,0
"1086","TSC2",0.160982134326932,0.0220693608483806,0.177510270373555,0.639438234451132,0.514121962424988,0.247539887264737,0.0219260533104041,0.172351199006401,0.558182860418458,0.511500829395115,0.918583444234134,0.217442719807839,0.900013602113797,0.292310104477024,0.313755814515594,0.511658717541071,0.000264970853206147,0.0217320791436912,0.000324359390204346,0.00264970853206147,0
"1088","CBR3",0.247216780543743,0.0228869033398633,0.0537053848726647,0.676190931243729,0.508569462689685,0.201060729131827,0.0230302451144345,0.0532753595489512,0.722633666204788,0.512107098348449,0.699281343114581,0.367997136556167,0.907488917460917,0.287573735206715,0.301022516657915,0.498893315626383,0,0.655297157622739,0,0.000147557916482219,0
"1089","PTBP1",0.224759902527593,0.00702374695398729,0.0656983133451192,0.7025180371733,0.52237985018837,0.190310096038989,0.00726264991160591,0.0722442543838693,0.730182999665536,0.539330622023691,0.883046808044351,0.226045605250484,0.970358965551239,0.166189260399813,0.325774118929418,0.611789270799872,0.0409572759396081,0.687975916415796,0,0.0016061676839062,0
"1095","LAMA5",0.263462181661809,0.000573367098284677,0.0441970471594438,0.691767404080463,0.493931072057888,0.332791819962731,0.000573367098284677,0.0429069711883033,0.623727841750681,0.517193241484674,0.887628238107007,0.215893209312873,0.998033121254373,0.0429364072374352,0.341488130100112,0.362114400868082,0,0.169777777777778,0.000507936507936508,0.000465044179197024,0
"1096","CKB",0.230864787386527,0.0234113712374582,0.0782130912565695,0.667510750119446,0.501389031207453,0.201146679407549,0.0234113712374582,0.0743430482560917,0.701098901098901,0.507352543616775,0.950777861109165,0.13896483720644,0.907026086771213,0.28811092375447,0.33074735743008,0.587009627820089,0.152033338123294,0.722506393861893,0.16480179028133,0.000143698807299899,0
"1100","WAC",0.254336088680778,0.00329686081513689,0.0229824645229108,0.719384585981174,0.497525768199586,0.202971952792776,0.00344020258970806,0.0231735868890057,0.770414257728511,0.536841846920497,0.730765454924682,0.31075637486476,0.983942427823068,0.123750453253292,0.320145501592694,0.71496679720756,0,0.741935483870968,0,0.000681082921845735,0
"1101","ADRA2B",0.295809642123369,0.000238902957618615,0.106789622055521,0.597161832863491,0.498601399846607,0.295666300348798,0.000238902957618615,0.105356204309809,0.598738592383774,0.516531408016536,0.797614426779894,0.290760074125387,0.999433644040339,0.0237869564463065,0.241267488482798,0.241726960028466,0,0.144081924267683,0,0.000118609892064998,0
"1102","MAZ",0.249151975538675,0.00291433758539965,0.0221203000334432,0.725813386842482,0.52063537870977,0.233720319143854,0.00300988963737996,0.0208303473317089,0.742439443887058,0.510456794049038,0.716642495040558,0.304953577546,0.985610365637469,0.116654578409927,0.303061473612465,0.705175117616309,0.126154382296567,0.795028751623076,0.143572621035058,0.000348492768775048,0
"1104","UBE2G1",0.235223852071289,0.00229346839313871,0.0156242534282574,0.746858426107315,0.53746740320924,0.264800038224473,0.00229346839313871,0.0159109369773998,0.716995556404988,0.52631868849738,0.677484426606195,0.240308682983186,0.991489319080058,0.0899932998262088,0.329599300506404,0.579652699131748,0,0.458213743035624,0,0.000566251415628539,0
"1105","CD200R1",0.228119625453851,0,0.0675042996369195,0.70437607490923,0.489970893459607,0.19998089050258,0,0.0640168163577298,0.73600229313969,0.507473290710741,0.870275450905816,0.26489389793745,1,0,0.37065332339467,0.817388493859082,0.175824175824176,0.868621064060804,0.208107129931234,0,0
"1108","MYO16",0.359548951216016,0.00267571312532849,0.063834870275694,0.573940465382961,0.501605308981354,0.231831430073104,0.00267571312532849,0.0614936212910316,0.703999235510536,0.506179652297985,0.669333440300959,0.345351228981318,0.99037929431972,0.0963307602743917,0.318180459565285,0.131434338903219,0,0.33817594834544,0,0.000112145340361108,0
"1112","PDGFC",0.244566515404824,0.000334368282780033,0.0717936470026272,0.683305469309768,0.537194686406886,0.225125388106043,0.000334368282780033,0.0710293766419871,0.70351086696919,0.517717601068009,0.902499391723517,0.224121556262814,0.998828212900451,0.033057388762928,0.347210794816062,0.746606334841629,0.262292609351433,0.784598034477203,0.253262445625906,0.000150829562594268,0
"1114","CEP72",0.415882268622486,0.000573367098284677,0.0458215872712504,0.537722777007979,0.488254694696171,0.207558889579053,0.000573367098284677,0.0307229203497539,0.761144822972908,0.523479653642532,0.637558886599572,0.406433661911133,0.997919893462412,0.0449811592777985,0.415790603732683,0.000516795865633075,0,0.69253850770154,0.0764152830566113,0.000103359173126615,0
"1116","ZNF595",0.406756175641454,0.000573367098284677,0.0109417554589326,0.581728701801328,0.514895331977302,0.247121219360696,0.000573367098284677,0.010702852501314,0.741602561039706,0.477955871261212,0.647157783026591,0.227096895222964,0.998012722602255,0.0433966286673298,0.356065878253437,0,0,0.596153846153846,0,0.000114233493260224,0
"1117","SHANK2",0.222800898275121,0.00367910554732668,0.108031917435138,0.665488078742415,0.509100470197902,0.22600219790721,0.00358354436427923,0.102346027043815,0.668068230684696,0.51212160611387,0.784120317305583,0.275138394913487,0.986145691777335,0.115176199500826,0.298907094912545,0.400228538780174,0,0.327479487548582,0,0.000714183688044565,0
"1118","SYK",0.191472090913432,0.0142768466790813,0.145967626414554,0.648283435992933,0.47630092859575,0.167836508618632,0.0141336007257795,0.144773910137039,0.67325598051855,0.499176011838756,0.912906425737393,0.252609890348204,0.928443980785329,0.249430435146226,0.354051911049988,0.815775183274504,0.317675807765409,0.842759023819962,0.31112085342686,0.00352973119739343,0
"1120","MEF2A",0.225635390789222,0.013949933116759,0.135725205427097,0.624689470666921,0.479473735264699,0.171651060577107,0.0143321230651634,0.136250716606153,0.677766099751577,0.515050024941823,0.875951754630018,0.261864732545943,0.944792177258132,0.225343287583859,0.300551586560624,0.548116089613035,0.0352596741344195,0.676945885841364,0.0434395848776872,0.00140020366598778,0
"1121","ITGA2",0.136144405711284,0.00157585597631441,0.270139916909412,0.592139821402989,0.518158447831347,0.150374862709517,0.00148034955350747,0.22396256148226,0.624182226254716,0.518326821243257,0.942304613422493,0.219716769736571,0.995120608187003,0.0691989385088254,0.366543480193838,0.698161807750849,0.129844280529212,0.852604828462516,0.310927573062262,0.000468329235452523,0
"1126","IGFBP2",0.13356900587589,0,0.278794248316056,0.587636745808054,0.518434749755968,0.135241007022405,0,0.295562031242536,0.56919696173506,0.513243441457856,0.909097832550464,0.263779611371361,0.999876039872159,0.0104148640770904,0.325176413674807,0.629865616311399,0.0848007414272474,0.279884675094256,0,0,0
"1130","PSME2",0.283195565961107,0.00100339242199818,0.0136174685842611,0.702183573032634,0.503275124642285,0.199531750203068,0.00100339242199818,0.0139997133164509,0.785465144058483,0.535693709098575,0.674279052423357,0.343898659574724,0.995538308034397,0.066178511308282,0.338370056760725,0.503930691480828,0,0.824498886414254,0,0.000160436386972565,0
"1135","SNRPB",0.235898170702584,0.00253140373501457,0.051965420069733,0.709605005492668,0.511475319307858,0.215264842145484,0.00296126474662081,0.0493384916654726,0.732435401442422,0.506806136260664,0.662821679432499,0.344809639444882,0.987799845495759,0.108849278752252,0.277858141007446,0.726315789473684,0.128453947368421,0.827918600499821,0.128168511245984,0.000822368421052632,0
"1138","HCN2",0.196330450570978,0,0.0116584643317884,0.792011085097234,0.501056501622175,0.355296478570405,0,0.0126618567537866,0.632041664675809,0.528548236116165,0.561578185551712,0.40331499745794,1,0,0.40222456020706,0.50723638869745,0.0112566046404778,0.0688222308791066,0,0,0
"1143","SFTPD",0.236395776599302,0,0.0541302374468492,0.709473985953848,0.50040805221672,0.177726816683388,0,0.0544168936027901,0.767856289713822,0.529199439581867,0.930158739147324,0.189952603920727,0.999858336874911,0.0119022319372687,0.473606373482741,0.699062654168722,0.137477388587403,0.669067709405227,0.183371064004939,0,0
"1144","ATF3",0.146713166443723,0.0277565450028664,0.125071660615326,0.700458627938085,0.50872650550971,0.17633288744506,0.0277087712593159,0.120772023695777,0.675186317599847,0.516383817740946,0.898998293444764,0.269019666811016,0.889970556176838,0.308361531091511,0.468267516715657,0.799043062200957,0.404625199362041,0.753934402117958,0.28754228563024,0.0025518341307815,0
"1148","STX4",0.210712408619619,0.0012422953796168,0.0598213005877013,0.728223995413063,0.512775928445678,0.213865927660184,0.00138563715418797,0.0591523723063692,0.725596062879258,0.509304737097197,0.834067054403758,0.252291623500766,0.995069687207361,0.0698673206218669,0.310379384089193,0.723980309423347,0,0.693191711648964,0,0.00123066104078762,0
"1152","SOCS3",0.157078061589878,0.00563380281690141,0.203628550966818,0.633659584626402,0.498175163964004,0.153306278348054,0.00558605872523275,0.189735020291239,0.651372642635474,0.54333370263357,0.897608462297248,0.278241177200281,0.978370593184141,0.143071086919104,0.336117513216427,0.81597810504366,0.36869542551805,0.87072035058888,0.370446453026568,0.00182457969503454,0
"1156","MAP2K7",0.249570036308045,0.0035352570227403,0.033680489203134,0.713214217466081,0.501156679423829,0.232132619912096,0.00391744697114466,0.0341104528950889,0.72983948022167,0.492364658128806,0.657046953189528,0.346767305838872,0.983347971370737,0.124417100367435,0.355821081468273,0.721972347159753,0.168582375478927,0.78762157382847,0.175243147656941,0.00133266699983342,0
"1157","UBE2M",0.224520999569975,0.0226480003822447,0.00578145157437049,0.74704954847341,0.514664401604645,0.205791007692675,0.021740169143294,0.00573367098284677,0.766735152181184,0.521949663317468,0.700650806931326,0.324717438570571,0.893539299039032,0.304544126648137,0.276714180492676,0.704382319607102,0,0.803564113068415,0,0.00151114469210427,0
"1160","APPL1",0.162422968518607,0.0068790904313763,0.192375674771891,0.638322266278125,0.545423461016325,0.156738164620456,0.00711794773802131,0.190178187550757,0.645965700090766,0.526722751273557,0.94856905854681,0.197714167910721,0.968399420823719,0.171493286051294,0.289659022131347,0.745740324924052,0.218465196143178,0.832816084199163,0.229928484684928,0.00145291242900542,0
"1162","RAPGEF1",0.242011749534317,0.00807183455127287,0.0520609447389788,0.697855471175431,0.489226768528432,0.214070783779911,0.00807183455127287,0.0534938147776663,0.72436356689115,0.514352301049431,0.866355254342621,0.24688595527247,0.970596299207018,0.167346737284656,0.343988327579395,0.826904837179892,0.185583306987038,0.826199965343961,0.186969329405649,0.00094846664558963,0
"1165","PSMA7",0.233889074666794,0.0296660774853103,0.0636315864902307,0.672813261357665,0.503036411845681,0.184254526345961,0.0295705345626523,0.0851287440882817,0.701046195003105,0.516023835692928,0.890850023556154,0.222229286434476,0.858433995489472,0.341507744903931,0.323200425833372,0.714556869616002,0.213753832676303,0.771971875998722,0.0989133908596996,0.00219010074463425,0
"1166","COG2",0.227832982992547,0.000334416204853812,0.0956430345881903,0.676189566214409,0.561266659441156,0.28774125740493,0.000334416204853812,0.113605962163195,0.598318364227021,0.52597938653015,0.935435328600603,0.224751453084032,0.998866695076403,0.0336478952493853,0.320964388677673,0.333136618471526,0.070227205665388,0.0982397716460514,0,0.000295072292711714,0
"1167","GZMA",0.205713739728645,0.0026753296388305,0.0653067074335945,0.72630422319893,0.49147257139064,0.158083317408752,0.00262755589527995,0.0632046627173705,0.776084463978597,0.555450016344,0.891340832043641,0.248786243570781,0.989676697717539,0.0994039435294572,0.453129331293313,0.817420143131437,0.265491359748647,0.858758267548538,0.291444420738212,0.000698202129516495,0
"1168","STUB1",0.195213985479557,0.0162399694306458,0.104986625907528,0.68355941918227,0.528329849427743,0.185183416125334,0.0170519679021781,0.108568972105464,0.689195643867023,0.525790131747296,0.854569492840571,0.292805174025802,0.811495044737688,0.342111785831835,0.302272161617911,0.714867924528302,0.172981132075472,0.678192715537114,0.125864453665284,0.00649056603773585,0
"1170","PTPN7",0.20558023983565,0.00343987387129139,0.0332521140891501,0.757727772203908,0.49451187689269,0.164540633510105,0.00343987387129139,0.0345898428168745,0.797429649801729,0.547256594762958,0.627131016454597,0.366939370882976,0.986724383886194,0.112565536105147,0.434271571077569,0.809899428120686,0.151252218497338,0.856367924528302,0.150235849056604,0.000591599290080852,0
"1171","CDH2",0.144256030570814,0.0267016957248627,0.252591354191545,0.576450919512778,0.514927625620965,0.110580367805111,0.0267494626224027,0.255505134941486,0.607165034631001,0.511035868880678,0.925035657638385,0.24188545013051,0.894142284696297,0.304686468862337,0.330226029421168,0.364610352994248,0.0772527348595917,0.623784046692607,0,0.000451110860493966,0
"1174","TFE3",0.203658594832115,0.000334336342360415,0.0957634809189473,0.700243587906577,0.493540011614672,0.236041457706453,0.000334336342360415,0.100826288388976,0.66279791756221,0.517404607004476,0.9467431816435,0.155800028765477,0.998874820335773,0.0334081844236972,0.391307417246382,0.671924792861695,0.133046526449968,0.406657223796034,0.0519830028328612,0.000159337157425112,0
"1175","USHBP1",0.258050645007167,0.000812231247013856,0.0564739608217869,0.684663162924033,0.479484013449001,0.224175824175824,0.000812231247013856,0.0351170568561873,0.739894887720975,0.489489974991671,0.565805860602262,0.395236296479886,0.997325873731005,0.0504231148134096,0.381298046591908,0.58,0,0.806576047024247,0.116825863335783,0.000606060606060606,0
"1176","PGAM1",0.23681444678005,0.00286642461303268,0.0683164532772788,0.692002675329639,0.508044327103032,0.185314351232563,0.00291419835658322,0.0805943053697688,0.731177145041085,0.527096969827978,0.89139843068276,0.221334364894078,0.990054195872497,0.0984854879380333,0.372086452293094,0.61765162090895,0.0730572359236854,0.720810378532078,0,0.000155110904296572,0
"1179","PSMB4",0.235606096803478,0.00334464140666061,0.00152897892875914,0.759520282861102,0.517166970446394,0.200535142625066,0.00358354436427923,0.00162454011180658,0.794256772898848,0.53515443633754,0.716872650582938,0.313061103538907,0.983150861592249,0.125904129312105,0.326197997198481,0.714881780250348,0,0.77914537854157,0,0.00178819789390026,0
"1180","CFL2",0.255792843151307,0.00128995270173427,0.0311499689455831,0.711767235201376,0.487259558157226,0.281591897185992,0.00128995270173427,0.0379819406621757,0.679136209450098,0.528902528735405,0.830040104901082,0.252602056167242,0.995022314912832,0.0688533389094985,0.413146782481171,0.754185314105752,0.0374606331841538,0.272930315664086,0,0.000331510028178352,0
"1186","RBBP4",0.235223852071289,0.0160064981604472,0.00659372163027378,0.74217592813799,0.534650473357755,0.223899851880166,0.0172965741315877,0.00754933346074824,0.751254240527498,0.502592840531833,0.69384502083444,0.3281792748868,0.910721621253351,0.277191526809629,0.336405264482885,0.663825055596738,0.0257598220904374,0.775067230119093,0.0215136381098732,0.00407709414381023,0
"1187","SUFU",0.254097185723159,0.0006211476898084,0.0370299584308854,0.708251708156147,0.517011176575975,0.308232595919537,0.000668928281332123,0.0385111567681208,0.65258731903101,0.49482724072079,0.940009493053719,0.161596808152749,0.998195941427764,0.0414606349626524,0.350939308174298,0.662463150999017,0.00786112020962987,0.308623298033283,0.00247558795213863,0.000818866688503112,0
"1191","UBR4",0.250991447274117,0.0234124898466243,0.0105595107267428,0.715036552152516,0.507558028956892,0.228391227483396,0.0233647092551006,0.00998614362845812,0.738257919633045,0.516955383901999,0.648074049759879,0.360069410954019,0.894229345639624,0.304838070875007,0.261240193218984,0.683098591549296,0,0.736765242789339,0,0.000335345405767941,0
"1192","G6PD",0.222206296880226,0.0233624767091873,0.100425206631312,0.654006019779275,0.498118244896097,0.197840523625245,0.023266924657207,0.0993263580335388,0.679566193684009,0.534803967245389,0.898899302970803,0.25554164095037,0.907488917460917,0.287573735206715,0.350545920851178,0.574288870477769,0.088097210715272,0.536007156701953,0.0611301625167735,0.000138083402375035,0
"1193","UEVLD",0.24461325306961,0.0193970665520042,0.0260857101906263,0.70990397018776,0.532162517501674,0.253021833643877,0.0195403946299747,0.0304811045817209,0.696956667144427,0.516623545638053,0.749479130420984,0.295744714214402,0.907488917460917,0.287573735206715,0.272069231180838,0.722167325428195,0.111001317523057,0.612959167586316,0.0942771559199117,0.000164690382081686,0
"1195","RPS24",0.220974677496417,0.00138557095078834,0.056426182513139,0.721213569039656,0.523548784865682,0.182847587195413,0.00133779264214047,0.0544672718585762,0.76134734830387,0.524529976275632,0.786249390726651,0.286211539726877,0.994355692485407,0.0742187227250885,0.326761173824756,0.64541559554413,0,0.761361361361361,0,0.00051413881748072,0
"1196","CDK5RAP3",0.22893177909421,0.00386967322759411,0.0188228549589146,0.748375692719282,0.509965156792239,0.213691954901586,0.00401299445824575,0.0218803745461494,0.760414676094019,0.501236410852712,0.684884504174962,0.371769059021905,0.981343828823025,0.132568526073081,0.30556900582678,0.724890829694323,0.0501234099107651,0.811365902293121,0.0311066799601196,0.000759445604708563,0
"1197","SOAT1",0.248160886595968,9.55383586509984e-05,0.0663036209037929,0.685439954141588,0.515476638286457,0.266169867201681,9.55383586509984e-05,0.107671730199675,0.626062864239992,0.533008141165736,0.849783536046167,0.266504673993012,0.999858336874911,0.0119022319372687,0.464906132153634,0.738648443432043,0.187547456340167,0.201200817577925,0.00510986203372509,0.000151860288534548,0
"1199","C14orf166",0.219636884854276,0.00114667940754897,0.0312470138557095,0.747969421882465,0.532747091438939,0.199235547061634,0.00119445771619685,0.0315336837075968,0.768036311514572,0.51113842079939,0.992462543225884,0.0657735651739143,0.995029861048872,0.0702510065911131,0.361851153250987,0.635260663507109,0,0.766014418125644,0,0,0
"1202","THRB",0.222811291015905,0.0117972966518603,0.112289248698476,0.653102163633758,0.513194163908115,0.192482208530353,0.0117017719826145,0.0929932655108182,0.702822753976214,0.519138478445148,0.921827791963877,0.193620805611689,0.950084774719378,0.214064963189373,0.43140478518446,0.562026710725596,0.0463995594107118,0.66120218579235,0.174381227900996,0.00192757813575657,0
"1204","SNRPD2",0.235701657986526,0.00234124898466243,0.00367910554732668,0.758277987481485,0.525769907586189,0.207224425438387,0.00267571312532849,0.00367910554732668,0.786420755888958,0.52715242278828,0.945326820781453,0.155870018111409,0.98796806965808,0.107969881858964,0.2911952273064,0.680766949990117,0,0.807158836689038,0,0.00098833761612967,0
"1206","RNF14",0.228410393580436,0.00468093236530378,0.0291364157432174,0.737772258311043,0.535046311457239,0.231324035154757,0.00468093236530378,0.0289931218953,0.735001910584639,0.50785575505088,0.577577976191829,0.392636262487659,0.979986307968083,0.136742249335162,0.343724316048611,0.545719489981785,0,0.580569574621485,0,0.00109289617486339,0
"1208","MEN1",0.205244554833779,0.0163832632785632,0.122038593809706,0.656333588077952,0.525043716261508,0.186950706916316,0.0160011463507833,0.122659533817348,0.674388612915552,0.519169085996953,0.955879950872004,0.156907201871322,0.915268468648261,0.270104163142848,0.315971504663655,0.724669909659486,0.239749826268242,0.822502567111633,0.232800352061024,0.00250173731758165,0
"1209","CCR1",0.211559589204681,0.000238834487700024,0.10293766419871,0.685263912108909,0.505891466673595,0.174492476713637,0.000238834487700024,0.0975400047766898,0.727728684021973,0.546363633782283,0.926461505165235,0.240235567531635,0.999110331530738,0.0286869180342785,0.403390455604182,0.80604037031416,0.354074973440583,0.849473684210526,0.404912280701754,0.000303536196691455,0
"1211","ARFRP1",0.238557095078834,0.000191113234591495,0.0130434782608696,0.748208313425705,0.503235533242463,0.239512661251792,0.000238891543239369,0.0124701385570951,0.747778308647874,0.500962538954641,0.992552684214674,0.0661673628890807,0.999150044854771,0.0291432571569779,0.29125767496236,0.694117647058824,0,0.702595188482667,0,0.000189753320683112,0
"1213","STXBP1",0.199369657609474,0.000573038536841603,0.0997087054104389,0.700348598443245,0.492249094322145,0.210352896232272,0.000573038536841603,0.107778998137625,0.681295067093262,0.47009548588911,0.857898386073097,0.263353137678631,0.998159298565485,0.0428562690463102,0.42349155573467,0.670756972111554,0.154262948207171,0.627509739286785,0.0792628109080012,0.000159362549800797,0
"1218","PPEF1",0.196254538505637,0.00162430728071852,0.0665010510223581,0.735620103191286,0.534243489883601,0.181970189184024,0.00157653353716797,0.0669787884578636,0.749474488820944,0.504859750385789,0.731308705460472,0.317274335853032,0.994121882551476,0.0751108135009442,0.508865119275457,0.683592338272497,0.0993856161908204,0.725591151792525,0.0949656750572082,0.000180701120346946,0
"1219","BIRC2",0.212766974055139,0.0201156290314874,0.106407377323331,0.660710019590042,0.496499670000792,0.213101438195805,0.0213101438195805,0.109704238138468,0.655884179846146,0.524726962860287,0.904578446282748,0.254495856346399,0.878361577383987,0.316619740388285,0.260192389152749,0.657513026334319,0,0.472785337406276,0,0.00225320377411632,0
"1222","BCL2L2",0.212565695174391,0.00301003344481605,0.118060200668896,0.666364070711897,0.502208965940913,0.298232202580029,0.00305781175346393,0.118155757286192,0.580554228380315,0.525981254685929,0.878587007301805,0.262382573629781,0.987414935672505,0.109429164666364,0.325337909697011,0.466848059573249,0,0.0560428294794396,0,0.0011456394099957,0
"1223","TAF8",0.267246321421747,0.00205427097267342,0.0986050066883241,0.632094400917256,0.49549367860805,0.286785782533919,0.00205427097267342,0.126504872921842,0.584655073571565,0.522482194714047,0.919774585159007,0.173307296615159,0.991225990242194,0.0918356025999281,0.337128093444689,0.43046357615894,0.134787689910401,0.0251897860593513,0,0.000649266329048176,0
"1224","GRB2",0.170926288635169,0.0122294941002245,0.104571728849186,0.712272488415421,0.521910247229119,0.163091768977213,0.0120384082549085,0.102278698705393,0.722591124062485,0.533006022480316,0.885624065343076,0.275364710615961,0.932709482548176,0.213949614406047,0.510146187307555,0.745641706790636,0.338701643699153,0.862235233339073,0.312209402445325,0.0197575958824506,0
"1225","RPS4X",0.226575565005495,0.0203067513975823,0.0127096373453103,0.740408046251613,0.52632818231966,0.207463328396006,0.0197811648908213,0.011562903148741,0.761192603564432,0.487543203910984,0.936097403416923,0.167075004691801,0.903910785786686,0.287648467032332,0.343055242700395,0.604454260997607,0,0.802320928371348,0,0.00331308669243512,0
"1226","ATAD2",0.269899665551839,0.00453893932154802,0.0647396082178691,0.660821786908743,0.522296316431768,0.199952221691352,0.00444338270425227,0.0676540850453894,0.727950310559006,0.525222710916121,0.806915463337604,0.286780931891265,0.982495645610437,0.128607859357138,0.35991018739691,0.48640653613185,0.0826877024933089,0.785388127853881,0.0417983842641377,0.000563459642203127,0
"1229","ACTN1",0.211046872760285,0.0104161689521716,0.00797935878446175,0.770557599503082,0.524766167747735,0.182330737254527,0.0106072913182665,0.00826604233360409,0.798795929093602,0.541379938488724,0.912241937863614,0.195915241693667,0.95288155766223,0.205595969244678,0.492290179452869,0.723865056226572,0.0237401082882132,0.780574685347898,0.02279743528853,0.00395668471470221,0
"1231","TACR1",0.165250190985485,4.7746371275783e-05,0.168305958747135,0.666396103896104,0.495772923628199,0.225506111535523,4.7746371275783e-05,0.211134453781513,0.563311688311688,0.507168959055638,0.924938916303582,0.221374375261362,0.999858336874911,0.0119022319372687,0.466288119564613,0.823672534707314,0.266208673250322,0.20194620599169,0,0,0
"1232","UNG",0.362081322566773,0.0239380763533853,0.0312962874480386,0.582684313631803,0.516900562442413,0.20187299918773,0.0233647092551006,0.0254192746906207,0.749343016866549,0.515788379470269,0.935323052414507,0.171246094756351,0.903747379735609,0.292378661030992,0.399781169886428,0.0822074650790016,0.00446530799175635,0.77030118185284,0.0285932138772398,0.000343485230135104,0
"1233","PHF21A",0.268131868131868,0.00740563784042045,0.0516005733397038,0.672861920688008,0.471235243715792,0.343573817486861,0.00735785953177258,0.0497849976110846,0.599283325370282,0.481576849743667,0.544522594376409,0.410585265836371,0.969662769890353,0.169590692427561,0.30525207899389,0.402073900978531,0,0.041373554310242,0,0.000584197458741055,0
"1237","PNMA6A",0.242056476659181,4.77805915237231e-05,0.0431936547374457,0.71470208801185,0.492615387713354,0.222561995317502,4.77805915237231e-05,0.0418080175832577,0.735582206507717,0.510464498102715,0.595326790284275,0.387204341893534,1,0,0.446520561783565,0.597052420030146,0,0.51951572099747,0,0.000167476134650812,0
"1239","HLA-C",0.158563377590983,0.000382080427930079,0.232113859967523,0.608940682013564,0.510623407009676,0.144092081383131,0.000382080427930079,0.209189034291718,0.64633680389722,0.539781029593522,0.937595092287597,0.222711135767462,0.998547707711432,0.0370454082576089,0.345867640269562,0.798607718612604,0.291279921836834,0.881161377447671,0.374476704929102,0.000122129946262824,0
"1243","TUBB3",0.195309514711502,0.00157623232709209,0.192873519296905,0.610240733664501,0.492600915292715,0.155951471150172,0.00157623232709209,0.155808177302254,0.686664119220481,0.52410973482436,0.955930267538267,0.152484413169698,0.994621748636892,0.0723131559453906,0.36998854091105,0.367279411764706,0,0.677896341463415,0.144207317073171,0.000245098039215686,0
"1245","AIM2",0.176310382722538,0.000238902957618615,0.0498829375507669,0.773567776769076,0.499750004083342,0.189258923025467,0.000238902957618615,0.0494529122270534,0.761049261789861,0.502694557710601,0.965980719106331,0.150021009598267,0.998770951623343,0.0344662759594431,0.462222459724597,0.746782021523528,0.196876978265457,0.855628874225155,0.179364127174565,0.000211014982063727,0
"1247","CCND1",0.139403783680489,0.0206382572138353,0.243407223390025,0.596550735715651,0.510329066483796,0.119721001337665,0.0205427097267342,0.257261609019683,0.602474679915918,0.537025137501813,0.949863903473658,0.208205962828569,0.818733518947378,0.36883948955922,0.388366352111385,0.710597986974541,0.217998815867377,0.698954452589833,0.209349837759885,0.0034339846062759,0
"1252","HSPA9",0.207319986621434,0.00922165416407855,0.105308423718286,0.678149935496201,0.524901347119697,0.222370872951407,0.00922165416407855,0.107124086196187,0.661283386688327,0.537368051946119,0.875618100146622,0.246457866057247,0.962196462914575,0.187203600652518,0.326865877457261,0.484857482185273,0,0.387219636055861,0,0.000593824228028504,0
